,estado,setor,faturamento_informado,divida_total_pj,score,taxa,atraso_corrente,prazo,valor_contrato,valor_contrato_mais_juros,valor_em_aberto
503,SP,SERVICOS DE ALOJAMENTO/ALIMENTACAO,100000.0,0.0,446,4.5465,1238,12.6,33299.196,40156.86,26640.91
504,PA,VAREJO,25000.0,48000.0,383,4.914,0,12.6,5407.9095,5840.52,0.0
505,SP,INDUSTRIA DA CONSTRUCAO,150000.0,121000.0,697,3.738,1007,9.45,32871.8355,36081.9,26822.8
506,MG,VAREJO,10000.0,0.0,318,5.796,0,12.6,5550.258,7296.0,0.0
507,MG,VAREJO,350000.0,164000.0,158,3.8535,0,6.3,32549.265,34190.88,0.0
508,RJ,TRANSPORTE,380000.0,350000.0,216,3.8325,0,6.3,32454.3555,34536.72,0.0
509,SP,SERVICOS ADMINISTRATIVOS,90000.0,1000.0,475,4.3365,0,6.3,48842.4195,52758.96,0.0
510,SP,VAREJO,35000.0,8000.0,527,5.3235,0,12.6,11092.788,12999.6,0.0
511,SP,VAREJO,10000.0,0.0,483,5.6805,1063,12.6,5549.292,7075.92,4127.62
512,CE,INDUSTRIA DIGITAL,16000.0,5000.0,529,4.2735,771,12.6,8878.0965,10342.08,7245.12
513,PI,QUIMICA-PETROQUIMICA,25000.0,0.0,415,4.704,0,6.3,5409.138,5944.68,0.0
514,SP,INDUSTRIA DA CONSTRUCAO,60000.0,516.0,420,4.431,1135,6.3,5427.3555,5897.52,4914.6
515,RS,SERVICOS ADMINISTRATIVOS,60000.0,48000.0,397,4.536,0,12.6,27909.9975,33351.0,0.0
516,CE,SERVICOS PROFISSIONAIS E TECNICOS,80000.0,34000.0,472,5.208,1123,12.6,22316.3325,27159.72,8551.97
517,PR,,60000.0,0.0,395,4.6095,0,12.6,16645.797,19674.96,0.0
518,SP,SERVICOS PROFISSIONAIS E TECNICOS,250000.0,130000.0,184,6.279,1319,12.6,16747.6155,22264.8,12359.85
519,SP,VAREJO,89000.0,20000.0,161,4.557,1357,12.6,33294.9855,39674.4,32985.99
520,SP,VAREJO,50000.0,43000.0,333,4.977,1309,9.45,5479.74,6515.73,4193.66
521,SP,SERVICOS PROFISSIONAIS E TECNICOS,50000.0,21000.0,497,4.809,0,6.3,16283.505,17985.3,0.0
522,SP,VAREJO,100000.0,88000.0,116,4.284,0,12.6,16650.963,19962.0,0.0
523,AM,VAREJO,35000.0,0.0,587,4.7985,0,12.6,22194.669,26543.4,0.0
524,SE,INDUSTRIA DA CONSTRUCAO,290992.0,180000.0,120,3.8955,0,6.3,21637.875,23226.36,0.0
525,SP,QUIMICA-PETROQUIMICA,40000.0,82000.0,455,5.376,0,12.6,16651.2255,21415.56,0.0
526,BA,INDUSTRIA DA CONSTRUCAO,18000.0,8000.0,460,5.0085,1186,12.6,8877.204,10652.76,10652.76
527,MA,SERVICOS ADMINISTRATIVOS,320000.0,55000.0,377,3.6435,0,12.6,55841.814,63905.16,0.0
528,SP,SERVICOS PROFISSIONAIS E TECNICOS,70000.0,0.0,270,4.6725,0,12.6,39054.4035,46161.48,0.0
529,SP,TRANSPORTE,40000.0,2000.0,711,4.032,0,7.35,27160.266,29428.07,0.0
530,BA,VAREJO,30000.0,0.0,523,4.578,402,12.6,5548.704,6558.48,3274.89
531,SE,INDUSTRIA DA CONSTRUCAO,60000.0,0.0,283,4.8195,0,4.2,10726.7685,11496.0,0.0
532,SP,INDUSTRIA DIGITAL,738911.0,1509000.0,67,3.8955,0,15.75,67895.0265,81060.3,0.0
533,RS,INDUSTRIA DA CONSTRUCAO,40000.0,0.0,208,5.6385,0,6.3,8653.1025,9614.4,0.0
534,MG,VAREJO,70000.0,49000.0,258,4.977,940,9.45,10955.9205,12566.7,2443.69
535,PR,QUIMICA-PETROQUIMICA,50000.0,180000.0,319,4.935,0,18.9,17070.6585,22809.96,0.0
536,GO,VAREJO,30000.0,0.0,275,5.3235,164,12.6,5548.6725,6831.48,3883.77
537,SP,SERVICOS DIVERSOS,42000.0,0.0,635,4.6305,0,12.6,22199.5935,26962.68,0.0
538,RJ,SERVICOS ADMINISTRATIVOS,150000.0,38000.0,383,4.368,1085,12.6,16646.1015,19444.32,5892.29
539,SP,SIDERURGICA-METALURGIA,1400000.0,4036000.0,780,3.8535,1136,12.6,111673.9785,129205.68,116108.06
540,SP,VAREJO,18000.0,0.0,686,4.7775,0,12.6,5548.767,6644.16,0.0
541,RS,VAREJO,160000.0,416000.0,404,3.822,0,12.6,55798.176,63109.8,0.0
542,SP,SERVICOS DE ALOJAMENTO/ALIMENTACAO,100000.0,348000.0,625,3.738,0,12.6,44631.8985,49997.52,0.0
543,SP,VAREJO,25000.0,3000.0,148,6.7725,0,5.25,10800.783,12253.95,0.0
544,SP,VAREJO,100000.0,170000.0,701,4.389,0,12.6,33291.5835,38888.04,0.0
545,PB,TELECOM,30000.0,8000.0,539,5.019,0,12.6,16648.0335,20457.24,0.0
546,MG,SERVICOS DE EDUCACAO,28000.0,2000.0,137,6.5415,0,6.3,5423.9535,6163.14,0.0
547,MS,VAREJO,48000.0,81000.0,305,4.914,0,12.6,5584.3935,6938.4,0.0
548,SP,ATACADO,136000.0,32000.0,413,4.3785,1064,12.6,33292.4655,38974.32,22447.2
549,PR,SERVICOS DE ALOJAMENTO/ALIMENTACAO,24000.0,10000.0,234,5.7225,0,12.6,7769.412,9997.44,0.0
550,SP,VAREJO,42000.0,43000.0,278,5.46,0,9.45,6604.332,7846.74,0.0
551,MA,ATACADO,35000.0,0.0,332,5.124,1129,12.6,8877.813,10804.56,8951.29
552,RS,VAREJO,25000.0,0.0,268,5.3445,0,12.6,5548.62,6831.48,0.0
553,RS,SERVICOS ADMINISTRATIVOS,41000.0,45000.0,380,4.6935,0,9.45,22021.356,25510.32,0.0
554,SP,VAREJO,23000.0,26185.000000000004,362,4.5675,0,12.6,16646.154,19675.44,0.0
555,AM,SERVICOS DE ALOJAMENTO/ALIMENTACAO,90000.0,0.0,324,5.2395,0,12.6,11157.783,13579.44,0.0
556,SP,SERVICOS PROFISSIONAIS E TECNICOS,25000.0,4000.0,439,5.103,0,12.6,11097.429,13505.88,0.0
557,SP,SIDERURGICA-METALURGIA,29000.0,0.0,317,5.2815,0,12.6,9988.3455,12383.52,0.0
558,SP,INDUSTRIA DIGITAL,50000.0,5000.0,543,4.851,0,12.6,22197.378,27005.88,0.0
559,SP,SERVICOS PROFISSIONAIS E TECNICOS,80000.0,149000.0,606,4.2105,0,8.4,21818.5275,23871.6,0.0
560,SP,VAREJO,200000.0,814000.0,525,4.1055,0,12.6,44649.654,51744.0,0.0
561,MG,VAREJO,28000.0,0.0,375,5.019,0,12.6,11097.1875,13410.6,0.0
562,SP,TELECOM,98000.0,22000.0,503,4.284,0,18.9,57301.4505,71967.06,0.0
563,PA,VAREJO,68000.0,26000.0,360,4.893,0,12.6,5548.704,6674.76,0.0
564,SP,VAREJO,70000.0,38000.0,363,4.9875,101,12.6,16647.6135,20352.24,7088.61
565,MG,VAREJO,110000.0,108000.0,339,4.2945,1147,12.6,33291.4365,38658.0,28915.58
566,MG,SERVICOS PROFISSIONAIS E TECNICOS,12000.0,0.0,489,4.956,0,12.6,11099.235,13673.64,0.0
567,MG,VAREJO,178000.0,38000.0,609,4.578,0,12.6,22321.278,26435.64,0.0
568,RJ,TELECOM,70000.0,0.0,304,4.893,1158,12.6,11159.2845,13395.0,12278.75
569,SC,INDUSTRIA DA CONSTRUCAO,736270.0,23000.0,159,4.7565,0,6.3,16224.3165,17507.52,0.0
570,RS,SERVICOS DIVERSOS,50000.0,163000.0,633,4.0005,0,6.3,21634.053,22812.96,0.0
571,RJ,SERVICOS ADMINISTRATIVOS,180000.0,72000.0,219,5.145,0,12.6,5583.7005,7003.44,0.0
572,SP,ATACADO,33300.0,22000.0,833,5.082,0,12.6,3329.781,4133.28,0.0
573,SP,TRANSPORTE,800000.0,1188000.0,103,4.704,0,8.4,54750.759,60730.64,0.0
574,AC,ATACADO,70000.0,46000.0,449,4.7145,0,12.6,39054.4035,46268.88,0.0
575,SP,VAREJO,100500.0,93000.0,421,4.5675,0,12.6,55845.3,67927.68,0.0
576,AM,TELECOM,26000.0,101000.0,679,4.935,0,18.9,22760.619,30374.64,0.0
577,SP,SERVICOS PROFISSIONAIS E TECNICOS,30000.0,0.0,325,5.2605,0,12.6,5549.838,6995.16,0.0
578,SP,SERVICOS DE ALOJAMENTO/ALIMENTACAO,65000.0,3000.0,280,4.977,0,9.45,10955.8995,12566.7,0.0
579,SP,VAREJO,150000.0,42000.0,475,4.62,0,6.3,32550.168,35097.96,0.0
580,PR,VAREJO,70000.0,0.0,337,5.145,1014,12.6,11097.03,13488.12,6663.63
581,SP,SERVICOS ADMINISTRATIVOS,25000.0,153000.0,431,5.1975,0,12.6,11162.76,13802.28,0.0
582,RJ,INDUSTRIA DA CONSTRUCAO,70000.0,27000.0,510,4.515,0,12.6,11099.508,13348.32,0.0
583,SP,VAREJO,30000.0,5000.0,416,4.599,839,12.6,22196.9895,26572.08,4378.81
584,PA,SERVICOS PROFISSIONAIS E TECNICOS,48000.0,2000.0,328,5.712,0,4.2,5362.4235,5761.08,0.0
585,SP,BENS DE CONSUMO,200000.0,10000.0,459,4.5675,0,6.3,21705.789,23567.16,0.0
586,RS,INDUSTRIA DA CONSTRUCAO,13000.0,0.0,484,5.3025,0,12.6,5580.0675,6876.0,0.0
587,SP,VAREJO,170000.0,287000.0,804,3.8115,0,12.6,44638.8495,50443.08,0.0
588,PR,VAREJO,15000.0,3000.0,489,4.977,0,12.6,5579.973,6746.28,0.0
589,SP,SERVICOS PROFISSIONAIS E TECNICOS,55000.0,53000.0,466,4.893,0,12.6,27743.4675,33373.92,0.0
590,SP,SIDERURGICA-METALURGIA,300000.0,906000.0,529,3.9585,0,15.75,79175.313,93313.05,0.0
591,PR,VAREJO,60000.0,14000.0,305,5.1345,0,6.3,5427.387,6048.0,0.0
592,SP,TELECOM,40000.0,36000.0,334,5.46,0,12.6,11097.2085,13741.92,0.0
593,SP,SERVICOS DIVERSOS,420000.0,405000.0,268,3.7065,834,12.6,111627.2325,126450.36,11686.78
594,SP,VAREJO,50000.0,0.0,332,5.2185,0,12.6,11158.8225,13616.76,0.0
595,PE,SERVICOS ADMINISTRATIVOS,200000.0,160000.0,172,3.9375,1207,6.3,59680.656,63086.94,52572.45
596,RJ,TRANSPORTE,11000.0,906.0,370,5.3235,930,12.6,5549.4915,6966.12,719.17
597,SP,VAREJO,80000.0,294000.0,665,3.99,0,12.6,22193.6505,25266.96,0.0
598,PE,VAREJO,25000.0,0.0,373,5.1975,38,8.4,8730.057,10290.72,6335.24
599,PA,TEXTEIS,18000.0,0.0,480,5.019,1060,12.6,5548.8825,6748.8,3936.8
600,PB,BENS DE CONSUMO,30000.0,0.0,269,5.124,0,12.6,11097.387,13523.88,0.0
601,SP,VAREJO,30000.0,40000.0,432,5.1135,91,12.6,16646.007,20258.76,1899.08
602,ES,VAREJO,380000.0,4000.0,475,3.906,0,6.3,54318.768,59285.4,0.0
603,SP,SIDERURGICA-METALURGIA,350000.0,169000.0,254,4.6095,0,12.6,27920.3295,33960.96,0.0
604,SP,SERVICOS DE SAUDE,30000.0,965.0,834,4.536,0,12.6,33469.4325,39012.72,0.0
605,RJ,VAREJO,10000.0,0.0,580,5.4285,0,12.6,5549.1555,6950.28,0.0
606,RJ,ATACADO,40000.0,0.0,673,4.8825,0,12.6,16738.638,20067.6,0.0
607,BA,VAREJO,30000.0,5000.0,538,4.7565,0,12.6,11098.752,13436.64,0.0
608,RS,VAREJO,50000.0,13000.0,392,4.956,230,12.6,11095.917,13201.56,2517.13
609,GO,ATACADO,150000.0,294000.0,358,3.8745,1242,6.3,54273.8385,57811.14,28905.57
610,SP,VAREJO,200000.0,359000.0,847,4.095,1228,12.6,55817.286,64813.68,48610.26
611,SP,VAREJO,120000.0,489000.0,665,3.9585,0,18.9,68765.7075,84432.42,0.0
612,AC,VAREJO,90000.0,78000.0,141,5.859,0,12.6,22318.338,28245.48,0.0
613,PB,VAREJO,1067490.0,152000.0,170,4.5045,0,12.6,39048.744,45516.12,7384.16
614,SP,SERVICOS PROFISSIONAIS E TECNICOS,23000.0,0.0,531,4.956,0,12.6,7815.6855,9615.72,0.0
615,SP,INDUSTRIA DIGITAL,20000.0,35000.0,447,4.9665,0,12.6,6660.15,8298.96,0.0
616,PR,SERVICOS DE ALOJAMENTO/ALIMENTACAO,65000.0,26000.0,403,4.6515,1137,12.6,11099.76,13497.12,12372.36
617,DF,SERVICOS PROFISSIONAIS E TECNICOS,20000.0,18000.0,346,5.3235,0,12.6,11097.9645,13759.2,0.0
618,AM,VAREJO,20000.0,0.0,244,5.3025,0,12.6,5579.28,6829.68,0.0
619,SP,SERVICOS ADMINISTRATIVOS,19000.0,0.0,413,5.25,0,12.6,5549.943,7004.88,0.0
620,SP,INDUSTRIA DA CONSTRUCAO,30000.0,33000.0,257,4.893,0,12.6,11097.3975,13349.64,0.0
621,GO,SERVICOS ADMINISTRATIVOS,60000.0,543.0,371,4.809,1347,6.3,16224.5685,17565.18,14527.69
622,PE,SERVICOS PROFISSIONAIS E TECNICOS,30000.0,0.0,660,4.8825,0,12.6,22316.721,26689.44,0.0
623,SP,ATACADO,210000.0,1061000.0,713,3.9375,1053,12.6,22194.8475,25315.68,6147.51
624,SP,SERVICOS ADMINISTRATIVOS,45000.0,4000.0,491,4.8615,0,9.45,10955.9835,12509.46,0.0
625,CE,PRODUTOS DE AGROPECUARIA,35000.0,0.0,737,4.599,0,12.6,17853.99,21050.04,0.0
626,SP,SERVICOS PROFISSIONAIS E TECNICOS,15000.0,0.0,541,4.1895,0,12.6,5550.468,6630.24,0.0
627,GO,VAREJO,40000.0,9000.0,370,5.0505,1108,6.3,5408.4555,5932.86,2966.43
628,SC,INDUSTRIA DA CONSTRUCAO,65000.0,123000.0,269,5.229,1200,12.6,16646.2485,20432.4,20432.4
629,PR,BENS DE CONSUMO,124000.0,45000.0,138,5.04,0,12.6,16649.9445,20775.6,0.0
630,SP,VAREJO,110000.0,1000.0,493,3.8745,864,12.6,27751.6575,32416.2,5042.62
631,SC,TEXTEIS,49000.0,195000.0,404,5.082,0,12.6,11098.794,13705.2,0.0
632,MG,SERVICOS PROFISSIONAIS E TECNICOS,16000.0,0.0,403,4.851,0,12.6,5579.7945,6681.72,0.0
633,SP,BENS DE CONSUMO,600000.0,2435000.0,823,4.1685,0,12.6,33474.735,38448.96,0.0
634,SP,SERVICOS DE ALOJAMENTO/ALIMENTACAO,20000.0,5000.0,346,5.67,0,12.6,11097.681,13984.32,0.0
635,SP,VAREJO,68000.0,194000.0,371,4.83,0,12.6,22194.312,26543.04,0.0
636,SP,SERVICOS DIVERSOS,110000.0,190000.0,477,4.5675,1501,12.6,11098.4475,13255.44,13255.44
637,CE,SERVICOS DE ALOJAMENTO/ALIMENTACAO,45000.0,7000.0,423,4.536,0,12.6,11098.332,13209.6,0.0
638,RJ,SERVICOS DE ALOJAMENTO/ALIMENTACAO,90000.0,1000.0,316,4.8825,0,12.6,11097.3975,13341.84,0.0
639,GO,VAREJO,150000.0,373000.0,545,3.6015,0,12.6,72530.598,80760.24,0.0
640,MA,SERVICOS ADMINISTRATIVOS,110000.0,6000.0,472,4.7985,0,12.6,11097.366,13271.76,0.0
641,TO,VAREJO,250000.0,0.0,172,4.3365,1318,12.6,39063.99,45698.64,41890.42
642,SC,VAREJO,130000.0,328000.0,473,4.2315,1183,6.3,32551.512,34700.22,16440.01
643,RJ,SERVICOS DE ALOJAMENTO/ALIMENTACAO,30000.0,5000.0,517,4.557,0,12.6,16647.078,19790.88,0.0
644,PE,VAREJO,85000.0,0.0,439,4.8405,1284,6.3,10848.033,11706.0,9755.0
645,MG,VAREJO,40000.0,1000.0,398,5.3235,1137,12.6,11097.9225,13759.2,9119.04
646,RS,SERVICOS ADMINISTRATIVOS,30000.0,3000.0,468,4.851,0,12.6,22201.074,27550.2,0.0
647,SP,VAREJO,55000.0,0.0,457,4.4625,0,12.6,16648.0545,19805.16,0.0
648,MG,VAREJO,20000.0,6000.0,341,5.586,0,12.6,5549.9535,7149.6,0.0
649,MG,ATACADO,12000.0,0.0,85,5.103,1682,12.6,11097.408,13505.88,11204.29
650,RS,VAREJO,25000.0,2000.0,353,4.788,0,12.6,16646.1015,19907.64,0.0
651,SP,SERVICOS DE ALOJAMENTO/ALIMENTACAO,25000.0,5000.0,556,4.5255,0,12.6,16649.1045,20022.24,0.0
652,SP,SERVICOS ADMINISTRATIVOS,85000.0,0.0,298,5.6595,0,12.6,11170.908,14662.92,0.0
653,SE,INDUSTRIA DIGITAL,82000.0,0.0,313,4.599,0,12.6,22194.522,26233.44,0.0
654,CE,SERVICOS DIVERSOS,27000.0,50000.0,295,5.292,1171,12.6,11099.8755,14047.92,5835.48
655,PI,VAREJO,40000.0,18000.0,188,6.111,0,12.6,5549.3655,7258.56,0.0
656,SP,INDUSTRIA DIGITAL,15000.0,15000.0,842,4.746,0,12.6,13316.772,15879.48,0.0
657,MA,SERVICOS DE EDUCACAO,102000.0,11000.0,352,4.326,1379,18.9,27962.3715,36216.0,34204.0
658,GO,ATACADO,30000.0,37000.0,371,5.166,0,6.3,7594.6815,8320.08,0.0
659,SP,SERVICOS DE EDUCACAO,50000.0,33000.0,514,4.7775,0,12.6,16646.133,19907.76,0.0
660,BA,VAREJO,60000.0,5000.0,327,4.9455,1066,18.9,34142.724,46023.66,23011.83
661,MG,SERVICOS ADMINISTRATIVOS,70000.0,11000.0,405,4.1895,1269,12.6,11100.138,13163.64,12066.67
662,SP,SERVICOS DE ALOJAMENTO/ALIMENTACAO,200000.0,29000.0,209,3.738,0,12.6,78105.0165,87494.64,0.0
663,PE,VAREJO,35000.0,8000.0,639,5.397,1078,6.3,5408.0985,5950.98,1378.24
664,BA,VAREJO,10000.0,487.0,539,5.523,0,12.6,5548.746,6920.76,0.0
665,MG,VAREJO,25000.0,9000.0,472,4.389,0,6.3,10815.6615,11482.02,0.0
666,SP,SERVICOS PROFISSIONAIS E TECNICOS,50000.0,0.0,439,4.6935,0,12.6,22197.4515,26770.56,0.0
667,MA,INDUSTRIA DA CONSTRUCAO,95000.0,8000.0,366,5.5755,0,6.3,10816.9215,12069.6,0.0
668,SC,SERVICOS DE ALOJAMENTO/ALIMENTACAO,30000.0,16000.0,468,5.0925,0,10.5,11005.2705,13242.3,0.0
669,SP,SERVICOS ADMINISTRATIVOS,145000.0,256000.0,154,4.053,0,12.6,39066.9615,45075.36,0.0
670,GO,SERVICOS PROFISSIONAIS E TECNICOS,15000.0,0.0,581,5.355,0,12.6,5548.599,6831.48,0.0
671,MG,BENS DE CONSUMO,25000.0,17000.0,368,4.9875,0,6.3,5409.075,5996.28,0.0
672,RJ,VAREJO,21000.0,1000.0,245,5.796,1137,9.45,5503.4595,6635.7,5853.54
673,RJ,SERVICOS ADMINISTRATIVOS,30000.0,0.0,506,4.7775,0,12.6,11097.765,13321.2,0.0
674,DF,INDUSTRIA DIGITAL,180000.0,257000.0,154,5.1555,0,12.6,27918.1035,35016.6,0.0
675,SP,INDUSTRIA DA CONSTRUCAO,45000.0,1000.0,537,5.586,420,12.6,5549.838,7128.72,2055.47
676,SP,VAREJO,15000.0,0.0,410,5.3025,1456,12.6,5548.746,6831.6,6831.6
677,GO,VAREJO,54000.0,0.0,620,5.376,1406,6.3,11084.1045,11992.98,11992.98
678,SP,SERVICOS DIVERSOS,65000.0,13000.0,407,4.578,0,12.6,22195.509,26326.2,0.0
679,RS,INDUSTRIA DA CONSTRUCAO,280000.0,313000.0,332,4.011,1114,6.3,54240.186,57006.48,40032.09
680,PR,SERVICOS DE ALOJAMENTO/ALIMENTACAO,19000.0,0.0,731,4.893,1282,12.6,11094.7935,13016.88,13016.88
681,PA,VAREJO,50000.0,97000.0,295,5.0715,1150,6.3,10818.339,12055.44,5984.2
682,PE,SERVICOS ADMINISTRATIVOS,330000.0,165000.0,266,3.654,0,12.6,111667.4055,127359.84,0.0
683,CE,SERVICOS DIVERSOS,55000.0,2000.0,181,4.0425,0,10.5,22005.606,24556.3,20638.63
684,RJ,SERVICOS DE ALOJAMENTO/ALIMENTACAO,10000.0,12000.0,533,4.6725,0,6.3,5409.264,5952.0,0.0
685,SP,VAREJO,30000.0,0.0,303,5.5545,0,12.6,5548.746,6930.96,0.0
686,SP,VAREJO,12500.0,1000.0,198,5.565,1203,3.15,2136.309,2304.99,2304.99
687,MT,BENS DE CAPITAL,35000.0,32000.0,355,5.2605,0,12.6,14425.9605,17612.64,0.0
688,DF,DIVERSOS,30000.0,0.0,516,5.2815,0,12.6,13161.1095,16498.2,8560.4
689,BA,VAREJO,60000.0,25000.0,377,4.7565,0,6.3,21640.206,24256.98,0.0
690,SE,SERVICOS ADMINISTRATIVOS,40000.0,6000.0,348,5.46,1140,12.6,11098.5,13959.6,12711.5
691,ES,TRANSPORTE,60000.0,0.0,457,4.578,0,12.6,8927.0265,10513.2,0.0
692,RR,SERVICOS ADMINISTRATIVOS,23000.0,1000.0,578,4.8825,0,12.6,11164.65,13647.84,0.0
693,MG,BENS DE CONSUMO,400000.0,505000.0,133,5.1135,1290,12.6,67014.822,84379.56,49221.41
694,CE,VAREJO,34000.0,0.0,320,5.1135,0,12.6,11097.366,13505.88,0.0
695,BA,INDUSTRIA DA CONSTRUCAO,200000.0,125000.0,389,4.494,0,6.3,54283.9395,59480.7,0.0
696,SP,SERVICOS PROFISSIONAIS E TECNICOS,28000.0,0.0,635,4.7565,0,12.6,5548.305,6573.72,0.0
697,SP,SERVICOS DE ALOJAMENTO/ALIMENTACAO,70000.0,15000.0,316,4.9665,0,12.6,22193.9865,26698.2,0.0
698,SP,VAREJO,20000.0,7000.0,581,5.4285,0,12.6,16649.577,21207.12,0.0
699,PR,SERVICOS DE ALOJAMENTO/ALIMENTACAO,220000.0,27000.0,448,3.8325,0,12.6,22195.6665,25258.92,0.0
700,SP,SERVICOS ADMINISTRATIVOS,424000.0,271781.0,260,4.053,0,12.6,55844.7225,65739.72,0.0
701,SP,VAREJO,45000.0,0.0,463,4.8195,0,12.6,16645.755,19907.28,0.0
702,SP,SERVICOS DE ALOJAMENTO/ALIMENTACAO,70000.0,58000.0,286,4.809,0,12.6,5548.62,6635.76,0.0
703,CE,VAREJO,2000000.0,0.0,326,4.116,0,6.3,54236.448,57081.3,0.0
704,SP,VAREJO,18000.0,32000.0,299,5.712,0,12.6,13316.4255,16680.36,0.0
705,SP,INDUSTRIA DIGITAL,45000.0,2000.0,209,5.0085,0,12.6,11100.2955,13868.76,0.0
706,MA,VAREJO,80000.0,8000.0,643,4.326,0,8.4,32727.744,35958.0,0.0
707,PR,VAREJO,81000.0,11000.0,745,4.3575,0,12.6,22194.8265,25925.88,0.0
708,PR,VAREJO,185000.0,432000.0,543,3.8535,1186,12.6,51368.7825,59379.0,29441.56
709,RS,QUIMICA-PETROQUIMICA,190000.0,880000.0,196,4.074,267,12.6,66999.975,78411.72,54817.1
710,RO,VAREJO,28000.0,0.0,408,5.3235,0,12.6,11097.324,13663.08,0.0
711,SP,SERVICOS DIVERSOS,50000.0,911.0,331,5.25,0,12.6,11098.353,13770.84,0.0
712,SP,ATACADO,180000.0,54000.0,326,3.6855,0,10.5,55283.025,60751.0,0.0
713,PR,ATACADO,170000.0,40000.0,201,4.8195,0,6.3,27047.538,30063.84,0.0
714,SC,INDUSTRIA DA CONSTRUCAO,40000.0,0.0,189,5.208,0,12.6,7703.829,9612.72,0.0
715,SP,VAREJO,30000.0,10000.0,412,5.1765,0,12.6,16648.8525,20769.0,12571.34
716,MG,VAREJO,98000.0,0.0,307,4.662,0,12.6,39054.8025,46161.96,0.0
717,MA,VAREJO,45000.0,20000.0,531,5.124,0,12.6,22194.564,27011.52,0.0
718,BA,VAREJO,20000.0,14000.0,333,5.292,0,12.6,5549.586,6966.24,0.0
719,DF,INDUSTRIA DIGITAL,40000.0,16000.0,224,5.1555,0,12.6,16650.039,20937.12,0.0
720,SP,INDUSTRIA DA CONSTRUCAO,50000.0,1000.0,416,5.2185,0,10.5,22106.889,25945.0,0.0
721,MS,VAREJO,180000.0,82000.0,281,4.8825,0,12.6,11159.715,13411.92,0.0
722,PR,VAREJO,160000.0,50001.00000000001,564,3.948,0,6.3,21636.1845,23110.8,0.0
723,SP,SERVICOS DIVERSOS,100000.0,69000.0,440,4.5885,0,12.6,39084.5385,47271.96,0.0
724,SP,INDUSTRIA DA CONSTRUCAO,70000.0,2000.0,151,4.8405,1263,6.3,10848.033,11706.0,11706.0
725,MG,VAREJO,250000.0,16000.0,104,3.7065,0,6.3,32448.612,33877.32,0.0
726,SP,SERVICOS PROFISSIONAIS E TECNICOS,80000.0,21000.0,219,6.4155,0,12.6,11098.689,14765.04,0.0
727,BA,BENS DE CAPITAL,20000.0,0.0,372,5.0505,0,12.6,11100.642,13959.0,0.0
728,DF,VAREJO,30000.0,2000.0,345,5.3865,1168,12.6,5549.628,7009.8,5841.5
729,SP,VAREJO,60000.0,17000.0,308,4.9665,1088,12.6,5548.494,6674.52,3865.91
730,CE,VAREJO,45000.0,0.0,598,4.3365,0,12.6,11099.151,13164.0,0.0
731,GO,VAREJO,120000.0,196000.0,609,3.8745,0,12.6,29971.4205,34976.16,0.0
732,MS,BENS DE CONSUMO,198000.0,0.0,303,4.9035,0,12.6,27903.624,33781.44,11788.01
733,SP,SERVICOS DE SAUDE,180000.0,37000.0,351,4.3155,0,12.6,22199.52,26443.2,0.0
734,PA,QUIMICA-PETROQUIMICA,350000.0,31000.0,327,3.78,0,4.2,16089.276,16667.8,0.0
735,PE,ATACADO,120000.0,62000.0,328,4.494,0,12.6,39053.721,45672.84,0.0
736,SP,SERVICOS DE ALOJAMENTO/ALIMENTACAO,1013260.0,10716000.0,766,3.864,0,12.6,111682.473,129568.8,0.0
737,SC,VAREJO,280000.0,136000.0,270,3.6855,0,6.3,32551.512,34076.28,0.0
738,GO,VAREJO,40000.0,1000.0,351,5.0295,1079,12.6,11096.9355,13393.56,6643.06
739,MG,SERVICOS DE ALOJAMENTO/ALIMENTACAO,80000.0,0.0,494,5.019,0,12.6,27752.0145,34898.16,0.0
740,SP,QUIMICA-PETROQUIMICA,20000.0,18000.0,207,5.628,0,12.6,11154.045,13660.68,0.0
741,CE,SERVICOS DE EDUCACAO,45000.0,0.0,356,4.8405,0,12.6,16647.3615,20154.12,0.0
742,SP,PAPEL E CELULOSE,60000.0,700.0,884,4.3155,0,12.6,22198.806,26357.04,0.0
743,PE,VAREJO,70000.0,17000.0,522,5.0715,0,12.6,27742.092,33525.48,0.0
744,RJ,SERVICOS DE SAUDE,300000.0,244000.0,545,3.6645,0,10.5,110586.672,122046.5,0.0
745,CE,TELECOM,56666.7,67000.0,437,4.8615,0,12.6,22198.449,27175.92,0.0
746,PR,SERVICOS DE ALOJAMENTO/ALIMENTACAO,8000.0,5000.0,119,5.6175,0,12.6,5548.7355,6950.4,0.0
747,SC,ATACADO,320000.0,657000.0,409,4.074,0,12.6,55832.7315,65342.52,0.0
748,PR,VAREJO,20000.0,5000.0,225,5.25,0,12.6,11097.198,13584.12,0.0
749,BA,TRANSPORTE,135000.0,0.0,534,4.3575,0,12.6,11097.4395,12963.0,0.0
750,DF,VAREJO,56000.0,7000.0,440,4.5045,0,12.6,22200.5595,26881.68,0.0
751,RO,INDUSTRIA DA CONSTRUCAO,220000.0,50000.0,208,4.7985,1253,6.3,108511.7775,118102.38,19197.77
752,SP,SERVICOS DE EDUCACAO,208000.0,70000.0,490,4.242,0,12.6,33293.883,38825.28,0.0
753,SP,,45000.0,4000.0,270,4.977,0,11.55,11112.6645,13421.1,0.0
